fighter_name,Height,Weight,Reach,Stance,DOB,win_by,date,win
Daron Cruickshank,68.0,155.0,72.0,Switch,1985-06-11,Submission,2016-01-17,0
Daron Cruickshank,68.0,155.0,72.0,Switch,1985-06-11,Other,2014-12-12,0
Daron Cruickshank,68.0,155.0,72.0,Switch,1985-06-11,KO,2014-05-10,1
Daron Cruickshank,68.0,155.0,72.0,Switch,1985-06-11,Submission,2013-11-09,0
Daron Cruickshank,68.0,155.0,72.0,Switch,1985-06-11,Other,2013-07-27,1
Daron Cruickshank,68.0,155.0,72.0,Switch,1985-06-11,Other,2013-03-16,0
Richard Crunkilton,67.0,155.0,68.82575757575758,Orthodox,1979-11-25,Other,2003-04-25,0
Jimmy Crute,74.0,205.0,74.0,Orthodox,1996-03-04,Submission,2020-02-22,1
Jimmy Crute,74.0,205.0,74.0,Orthodox,1996-03-04,KO,2019-02-09,1
Jimmy Crute,74.0,205.0,74.0,Orthodox,1996-03-04,Submission,2018-12-01,1
Jimmy Crute,74.0,205.0,74.0,Orthodox,1996-03-04,Submission,2019-09-14,0
Marcio Cruz,76.0,232.0,78.6,Orthodox,1978-04-24,KO,2006-02-04,1
Marcio Cruz,76.0,232.0,78.6,Orthodox,1978-04-24,Submission,2005-10-07,1
Marcio Cruz,76.0,232.0,78.6,Orthodox,1978-04-24,KO,2006-12-30,0
Marcio Cruz,76.0,232.0,78.6,Orthodox,1978-04-24,Other,2006-04-15,0
Dominick Cruz,68.0,135.0,68.0,Orthodox,1985-03-09,Other,2016-12-30,0
Dominick Cruz,68.0,135.0,68.0,Orthodox,1985-03-09,Other,2016-06-04,1
Dominick Cruz,68.0,135.0,68.0,Orthodox,1985-03-09,KO,2014-09-27,1
Dominick Cruz,68.0,135.0,68.0,Orthodox,1985-03-09,Other,2011-10-01,1
Dominick Cruz,68.0,135.0,68.0,Orthodox,1985-03-09,Other,2011-07-02,1
Dominick Cruz,68.0,135.0,68.0,Orthodox,1985-03-09,Other,2016-01-17,1
Aalon Cruz,72.0,145.0,78.0,Switch,1989-09-20,KO,2020-02-29,0
Jay Cucciniello,67.0,155.0,68.82575757575758,Orthodox,1986-07-23,Other,2018-07-06,0
Josh Culibao,70.0,155.0,73.0,Orthodox,1994-05-24,KO,2020-02-22,0
Zak Cummings,72.0,185.0,75.0,Southpaw,1984-08-02,Submission,2019-05-18,1
Zak Cummings,72.0,185.0,75.0,Southpaw,1984-08-02,Other,2018-05-19,0
Zak Cummings,72.0,185.0,75.0,Southpaw,1984-08-02,Submission,2017-04-15,1
Zak Cummings,72.0,185.0,75.0,Southpaw,1984-08-02,Submission,2016-11-19,1
Zak Cummings,72.0,185.0,75.0,Southpaw,1984-08-02,KO,2015-07-25,1
Zak Cummings,72.0,185.0,75.0,Southpaw,1984-08-02,Submission,2013-08-28,1
Zak Cummings,72.0,185.0,75.0,Southpaw,1984-08-02,Other,2019-09-07,0
Zak Cummings,72.0,185.0,75.0,Southpaw,1984-08-02,Other,2018-12-15,1
Zak Cummings,72.0,185.0,75.0,Southpaw,1984-08-02,Other,2016-08-06,0
Zak Cummings,72.0,185.0,75.0,Southpaw,1984-08-02,Other,2016-04-10,1
Zak Cummings,72.0,185.0,75.0,Southpaw,1984-08-02,Submission,2014-07-19,0
Zak Cummings,72.0,185.0,75.0,Southpaw,1984-08-02,Other,2014-05-10,1
Patrick Cummins,74.0,205.0,76.0,Orthodox,1980-11-16,KO,2019-05-18,0
Patrick Cummins,74.0,205.0,76.0,Orthodox,1980-11-16,Other,2017-07-22,1
Patrick Cummins,74.0,205.0,76.0,Orthodox,1980-11-16,Other,2017-04-08,1
Patrick Cummins,74.0,205.0,76.0,Orthodox,1980-11-16,KO,2014-06-07,1
Patrick Cummins,74.0,205.0,76.0,Orthodox,1980-11-16,Submission,2018-10-27,0
Patrick Cummins,74.0,205.0,76.0,Orthodox,1980-11-16,Other,2018-04-21,0
Patrick Cummins,74.0,205.0,76.0,Orthodox,1980-11-16,KO,2016-05-14,0
Patrick Cummins,74.0,205.0,76.0,Orthodox,1980-11-16,KO,2015-11-07,0
Patrick Cummins,74.0,205.0,76.0,Orthodox,1980-11-16,KO,2015-08-01,1
Patrick Cummins,74.0,205.0,76.0,Orthodox,1980-11-16,KO,2015-04-18,0
Patrick Cummins,74.0,205.0,76.0,Orthodox,1980-11-16,Other,2014-12-20,1
Patrick Cummins,74.0,205.0,76.0,Orthodox,1980-11-16,Other,2014-07-26,1
Patrick Cummins,74.0,205.0,76.0,Orthodox,1980-11-16,KO,2014-02-22,0
Luke Cummo,72.0,170.0,74.0,Orthodox,1980-04-27,KO,2007-09-19,1
Luke Cummo,72.0,170.0,74.0,Orthodox,1980-04-27,KO,2007-04-07,1
Luke Cummo,72.0,170.0,74.0,Orthodox,1980-04-27,Other,2006-04-06,1
Luke Cummo,72.0,170.0,74.0,Orthodox,1980-04-27,Other,2008-08-09,0
Luke Cummo,72.0,170.0,74.0,Orthodox,1980-04-27,Other,2008-03-01,0
Luke Cummo,72.0,170.0,74.0,Orthodox,1980-04-27,Other,2006-06-28,0
Luke Cummo,72.0,170.0,74.0,Orthodox,1980-04-27,Other,2005-11-05,0
Larry Cureton,74.0,240.0,75.80392156862744,Orthodox,,Submission,1995-09-08,0
Larry Cureton,74.0,240.0,75.80392156862744,Orthodox,,Submission,1995-04-07,0
Jeff Curran,66.0,135.0,69.0,Orthodox,1977-09-02,Other,2012-05-15,0
Jeff Curran,66.0,135.0,69.0,Orthodox,1977-09-02,Other,2011-10-29,0
Jeff Curran,66.0,135.0,69.0,Orthodox,1977-09-02,Other,2004-01-31,0
Kailin Curran,64.0,115.0,65.0,Orthodox,1991-04-11,Other,2017-11-25,0
Kailin Curran,64.0,115.0,65.0,Orthodox,1991-04-11,Other,2017-07-29,0
Kailin Curran,64.0,115.0,65.0,Orthodox,1991-04-11,Other,2016-12-03,0
Kailin Curran,64.0,115.0,65.0,Orthodox,1991-04-11,Submission,2015-12-10,1
Kailin Curran,64.0,115.0,65.0,Orthodox,1991-04-11,Submission,2016-07-23,0
Kailin Curran,64.0,115.0,65.0,Orthodox,1991-04-11,Submission,2015-05-09,0
Kailin Curran,64.0,115.0,65.0,Orthodox,1991-04-11,KO,2014-11-22,0
Ion Cutelaba,73.0,205.0,75.0,Southpaw,1993-12-14,KO,2020-02-29,0
Ion Cutelaba,73.0,205.0,75.0,Southpaw,1993-12-14,KO,2019-09-28,1
Ion Cutelaba,73.0,205.0,75.0,Southpaw,1993-12-14,KO,2017-06-10,1
Ion Cutelaba,73.0,205.0,75.0,Southpaw,1993-12-14,Other,2016-12-03,0
Ion Cutelaba,73.0,205.0,75.0,Southpaw,1993-12-14,Submission,2019-04-27,0
Ion Cutelaba,73.0,205.0,75.0,Southpaw,1993-12-14,KO,2018-07-28,1
Ion Cutelaba,73.0,205.0,75.0,Southpaw,1993-12-14,Other,2016-10-01,1
Ion Cutelaba,73.0,205.0,75.0,Southpaw,1993-12-14,Submission,2016-06-18,0
Jussier Formiga,65.0,125.0,67.0,Orthodox,1985-04-14,Other,2020-03-14,0
Jussier Formiga,65.0,125.0,67.0,Orthodox,1985-04-14,KO,2019-06-29,0
Jussier Formiga,65.0,125.0,67.0,Orthodox,1985-04-14,Other,2019-03-23,1
Jussier Formiga,65.0,125.0,67.0,Orthodox,1985-04-14,Submission,2018-02-10,1
Jussier Formiga,65.0,125.0,67.0,Orthodox,1985-04-14,Submission,2017-09-22,1
Jussier Formiga,65.0,125.0,67.0,Orthodox,1985-04-14,Other,2017-03-11,0
Jussier Formiga,65.0,125.0,67.0,Orthodox,1985-04-14,Other,2016-09-24,1
Jussier Formiga,65.0,125.0,67.0,Orthodox,1985-04-14,Other,2015-11-21,0
Jussier Formiga,65.0,125.0,67.0,Orthodox,1985-04-14,Other,2015-05-30,1
Jussier Formiga,65.0,125.0,67.0,Orthodox,1985-04-14,Other,2014-08-16,1
Jussier Formiga,65.0,125.0,67.0,Orthodox,1985-04-14,Submission,2014-03-23,1
Jussier Formiga,65.0,125.0,67.0,Orthodox,1985-04-14,Other,2013-05-18,1
Jussier Formiga,65.0,125.0,67.0,Orthodox,1985-04-14,Other,2018-10-06,1
Jussier Formiga,65.0,125.0,67.0,Orthodox,1985-04-14,KO,2013-09-04,0
Jussier Formiga,65.0,125.0,67.0,Orthodox,1985-04-14,KO,2012-10-05,0
Claudio Silva,71.0,170.0,71.0,Southpaw,1982-09-06,Submission,2019-08-03,1
Claudio Silva,71.0,170.0,71.0,Southpaw,1982-09-06,Submission,2018-05-27,1
Claudio Silva,71.0,170.0,71.0,Southpaw,1982-09-06,Other,2014-11-08,1
Claudio Silva,71.0,170.0,71.0,Southpaw,1982-09-06,Submission,2019-03-16,1
Claudio Silva,71.0,170.0,71.0,Southpaw,1982-09-06,Other,2014-03-08,1
Henrique da Silva,75.0,205.0,76.0,Orthodox,1989-09-01,Other,2017-01-28,0
Henrique da Silva,75.0,205.0,76.0,Orthodox,1989-09-01,Submission,2016-12-17,0
Henrique da Silva,75.0,205.0,76.0,Orthodox,1989-09-01,Submission,2016-10-01,1
Henrique da Silva,75.0,205.0,76.0,Orthodox,1989-09-01,KO,2017-09-22,0
Henrique da Silva,75.0,205.0,76.0,Orthodox,1989-09-01,KO,2017-06-10,0
Henrique da Silva,75.0,205.0,76.0,Orthodox,1989-09-01,KO,2016-06-04,1
Alex Da Silva,68.0,155.0,73.0,Orthodox,1996-02-04,Other,2019-08-10,1
Alex Da Silva,68.0,155.0,73.0,Orthodox,1996-02-04,Submission,2019-04-20,0
Nicolas Dalby,71.0,170.0,74.0,Orthodox,1984-11-16,Other,2019-09-28,1
Nicolas Dalby,71.0,170.0,74.0,Orthodox,1984-11-16,Other,2016-04-10,0
Nicolas Dalby,71.0,170.0,74.0,Orthodox,1984-11-16,Other,2015-10-24,0
Nicolas Dalby,71.0,170.0,74.0,Orthodox,1984-11-16,Other,2016-09-03,0
Nicolas Dalby,71.0,170.0,74.0,Orthodox,1984-11-16,Other,2015-05-30,1
Paul Daley,69.0,170.0,76.0,Orthodox,1983-02-21,KO,2010-01-02,1
Paul Daley,69.0,170.0,76.0,Orthodox,1983-02-21,KO,2009-09-19,1
Paul Daley,69.0,170.0,76.0,Orthodox,1983-02-21,Other,2010-05-08,0
Aisling Daly,62.0,115.0,64.0,Orthodox,1987-12-24,Other,2015-10-24,1
Aisling Daly,62.0,115.0,64.0,Orthodox,1987-12-24,Submission,2014-12-12,1
Aisling Daly,62.0,115.0,64.0,Orthodox,1987-12-24,Other,2015-04-25,0
Rodrigo Damm,67.0,155.0,71.0,Orthodox,1980-02-03,Other,2014-05-31,0
Rodrigo Damm,67.0,155.0,71.0,Orthodox,1980-02-03,Other,2014-02-15,1
Rodrigo Damm,67.0,155.0,71.0,Orthodox,1980-02-03,Other,2013-06-08,1
Rodrigo Damm,67.0,155.0,71.0,Orthodox,1980-02-03,Other,2015-01-03,0
Rodrigo Damm,67.0,155.0,71.0,Orthodox,1980-02-03,KO,2014-09-05,0
Rodrigo Damm,67.0,155.0,71.0,Orthodox,1980-02-03,Other,2012-11-17,0
Rodrigo Damm,67.0,155.0,71.0,Orthodox,1980-02-03,Submission,2012-06-23,1
Cindy Dandois,67.0,135.0,68.0,Orthodox,1984-10-26,Other,2017-04-22,0
Jarjis Danho,75.0,265.0,74.0,Orthodox,1983-10-15,Other,2016-09-03,0
Jarjis Danho,75.0,265.0,74.0,Orthodox,1983-10-15,Other,2016-02-27,0
Alexandre Dantas,74.0,238.0,75.80392156862744,Orthodox,1979-03-01,KO,2003-02-28,0
Alexandre Dantas,74.0,238.0,75.80392156862744,Orthodox,1979-03-01,KO,2000-09-22,0
Mac Danzig,68.0,155.0,70.0,Orthodox,1980-01-02,KO,2013-07-27,0
Mac Danzig,68.0,155.0,70.0,Orthodox,1980-01-02,Other,2012-04-21,1
Mac Danzig,68.0,155.0,70.0,Orthodox,1980-01-02,Submission,2010-06-12,0
Mac Danzig,68.0,155.0,70.0,Orthodox,1980-01-02,Other,2010-02-06,1
Mac Danzig,68.0,155.0,70.0,Orthodox,1980-01-02,Submission,2008-04-19,1
Mac Danzig,68.0,155.0,70.0,Orthodox,1980-01-02,Submission,2007-12-08,1
Mac Danzig,68.0,155.0,70.0,Orthodox,1980-01-02,Other,2013-12-14,0
Mac Danzig,68.0,155.0,70.0,Orthodox,1980-01-02,Other,2012-11-10,0
Mac Danzig,68.0,155.0,70.0,Orthodox,1980-01-02,Other,2011-10-01,0
Mac Danzig,68.0,155.0,70.0,Orthodox,1980-01-02,KO,2010-12-11,1
Mac Danzig,68.0,155.0,70.0,Orthodox,1980-01-02,Other,2009-07-11,0
Mac Danzig,68.0,155.0,70.0,Orthodox,1980-01-02,Submission,2009-02-07,0
Mac Danzig,68.0,155.0,70.0,Orthodox,1980-01-02,Other,2008-09-17,0
Beneil Dariush,70.0,155.0,72.0,Southpaw,1989-05-06,KO,2020-03-07,1
Beneil Dariush,70.0,155.0,72.0,Southpaw,1989-05-06,Submission,2019-03-09,1
Beneil Dariush,70.0,155.0,72.0,Southpaw,1989-05-06,Other,2018-11-10,1
Beneil Dariush,70.0,155.0,72.0,Southpaw,1989-05-06,KO,2018-03-03,0
Beneil Dariush,70.0,155.0,72.0,Southpaw,1989-05-06,Other,2017-10-07,0
Beneil Dariush,70.0,155.0,72.0,Southpaw,1989-05-06,Other,2016-11-05,1
Beneil Dariush,70.0,155.0,72.0,Southpaw,1989-05-06,KO,2016-06-04,1
Beneil Dariush,70.0,155.0,72.0,Southpaw,1989-05-06,Submission,2016-04-16,0
Beneil Dariush,70.0,155.0,72.0,Southpaw,1989-05-06,Submission,2014-08-23,1
Beneil Dariush,70.0,155.0,72.0,Southpaw,1989-05-06,Submission,2019-10-26,1
Beneil Dariush,70.0,155.0,72.0,Southpaw,1989-05-06,KO,2017-03-11,0
Beneil Dariush,70.0,155.0,72.0,Southpaw,1989-05-06,Other,2015-08-08,1
Beneil Dariush,70.0,155.0,72.0,Southpaw,1989-05-06,Other,2015-04-18,1
Beneil Dariush,70.0,155.0,72.0,Southpaw,1989-05-06,Submission,2015-03-14,1
Beneil Dariush,70.0,155.0,72.0,Southpaw,1989-05-06,Other,2014-10-25,1
Beneil Dariush,70.0,155.0,72.0,Southpaw,1989-05-06,KO,2014-04-11,0
Beneil Dariush,70.0,155.0,72.0,Southpaw,1989-05-06,Submission,2014-01-15,1
Sean Daugherty,72.0,175.0,73.75,Orthodox,1975-12-04,Submission,1994-03-11,0
Rick Davis,69.0,155.0,70.8698224852071,Orthodox,,KO,2006-05-27,0
Marcus Davis,70.0,170.0,70.0,Southpaw,1973-08-24,KO,2010-05-08,1
Marcus Davis,70.0,170.0,70.0,Southpaw,1973-08-24,Other,2009-01-17,1
Marcus Davis,70.0,170.0,70.0,Southpaw,1973-08-24,Submission,2008-10-18,1
Marcus Davis,70.0,170.0,70.0,Southpaw,1973-08-24,KO,2008-01-19,1
Marcus Davis,70.0,170.0,70.0,Southpaw,1973-08-24,Submission,2007-09-08,1
Marcus Davis,70.0,170.0,70.0,Southpaw,1973-08-24,KO,2007-06-16,1
Marcus Davis,70.0,170.0,70.0,Southpaw,1973-08-24,Submission,2007-04-07,1
Marcus Davis,70.0,170.0,70.0,Southpaw,1973-08-24,Other,2006-12-13,1
Marcus Davis,70.0,170.0,70.0,Southpaw,1973-08-24,Submission,2006-10-10,1
Marcus Davis,70.0,170.0,70.0,Southpaw,1973-08-24,KO,2011-01-01,0
Marcus Davis,70.0,170.0,70.0,Southpaw,1973-08-24,Submission,2010-08-28,0
Marcus Davis,70.0,170.0,70.0,Southpaw,1973-08-24,KO,2009-11-21,0
Marcus Davis,70.0,170.0,70.0,Southpaw,1973-08-24,Other,2009-06-13,0
Marcus Davis,70.0,170.0,70.0,Southpaw,1973-08-24,Other,2008-06-07,0
Marcus Davis,70.0,170.0,70.0,Southpaw,1973-08-24,KO,2005-11-05,0
Phil Davis,74.0,205.0,79.0,Orthodox,1984-09-25,Other,2015-01-24,0
Phil Davis,74.0,205.0,79.0,Orthodox,1984-09-25,Other,2014-04-26,0
Phil Davis,74.0,205.0,79.0,Orthodox,1984-09-25,Other,2013-04-27,1
Phil Davis,74.0,205.0,79.0,Orthodox,1984-09-25,Submission,2012-10-13,1
Phil Davis,74.0,205.0,79.0,Orthodox,1984-09-25,Other,2012-08-04,0
Phil Davis,74.0,205.0,79.0,Orthodox,1984-09-25,Other,2011-03-26,1
Phil Davis,74.0,205.0,79.0,Orthodox,1984-09-25,Submission,2010-11-20,1
Phil Davis,74.0,205.0,79.0,Orthodox,1984-09-25,Other,2010-02-06,1
Phil Davis,74.0,205.0,79.0,Orthodox,1984-09-25,Other,2014-10-25,1
Phil Davis,74.0,205.0,79.0,Orthodox,1984-09-25,Other,2013-08-03,1
Phil Davis,74.0,205.0,79.0,Orthodox,1984-09-25,Other,2012-01-28,0
Phil Davis,74.0,205.0,79.0,Orthodox,1984-09-25,Other,2010-08-07,1
Phil Davis,74.0,205.0,79.0,Orthodox,1984-09-25,Submission,2010-04-10,1
Mike Davis,72.0,145.0,72.0,Orthodox,1992-10-07,KO,2019-10-12,1
Mike Davis,72.0,145.0,72.0,Orthodox,1992-10-07,Submission,2019-04-27,0
Alexis Davis,66.0,125.0,68.0,Orthodox,1984-10-04,Other,2019-07-27,0
Alexis Davis,66.0,125.0,68.0,Orthodox,1984-10-04,Other,2019-03-23,0
Alexis Davis,66.0,125.0,68.0,Orthodox,1984-10-04,Other,2018-07-28,0
Alexis Davis,66.0,125.0,68.0,Orthodox,1984-10-04,Other,2017-12-09,1
Alexis Davis,66.0,125.0,68.0,Orthodox,1984-10-04,Other,2017-04-22,1
Alexis Davis,66.0,125.0,68.0,Orthodox,1984-10-04,Submission,2015-04-25,1
Alexis Davis,66.0,125.0,68.0,Orthodox,1984-10-04,Other,2014-02-22,1
Alexis Davis,66.0,125.0,68.0,Orthodox,1984-10-04,Other,2013-06-15,1
Alexis Davis,66.0,125.0,68.0,Orthodox,1984-10-04,Submission,2016-12-03,0
Alexis Davis,66.0,125.0,68.0,Orthodox,1984-10-04,KO,2014-07-05,0
Alexis Davis,66.0,125.0,68.0,Orthodox,1984-10-04,Other,2013-11-06,1
Brandon Davis,70.0,135.0,72.0,Orthodox,1990-05-08,Other,2019-09-28,0
Brandon Davis,70.0,135.0,72.0,Orthodox,1990-05-08,Submission,2019-04-13,1
Brandon Davis,70.0,135.0,72.0,Orthodox,1990-05-08,Other,2019-08-17,0
Brandon Davis,70.0,135.0,72.0,Orthodox,1990-05-08,Submission,2018-09-08,0
Brandon Davis,70.0,135.0,72.0,Orthodox,1990-05-08,Other,2018-05-19,0
Brandon Davis,70.0,135.0,72.0,Orthodox,1990-05-08,Other,2018-02-18,1
Brandon Davis,70.0,135.0,72.0,Orthodox,1990-05-08,Other,2018-01-20,0
Hakeem Dawodu,68.0,145.0,73.0,Orthodox,1991-07-02,KO,2019-07-27,1
Hakeem Dawodu,68.0,145.0,73.0,Orthodox,1991-07-02,Other,2018-12-08,1
Hakeem Dawodu,68.0,145.0,73.0,Orthodox,1991-07-02,Other,2018-07-28,1
Hakeem Dawodu,68.0,145.0,73.0,Orthodox,1991-07-02,Other,2019-11-02,1
Hakeem Dawodu,68.0,145.0,73.0,Orthodox,1991-07-02,Submission,2018-03-17,0
Grant Dawson,70.0,145.0,72.0,Switch,1994-02-20,Submission,2020-02-29,1
Grant Dawson,70.0,145.0,72.0,Switch,1994-02-20,Other,2019-03-09,1
Grant Dawson,70.0,145.0,72.0,Switch,1994-02-20,Submission,2019-05-18,1
Jason Day,72.0,185.0,72.0,Orthodox,1981-05-19,KO,2008-04-19,1
Jason Day,72.0,185.0,72.0,Orthodox,1981-05-19,KO,2009-03-07,0
Jason Day,72.0,185.0,72.0,Orthodox,1981-05-19,KO,2008-06-07,0
Martin Day,70.0,135.0,73.0,Orthodox,1988-11-10,Other,2018-11-24,0
Yorgan De Castro,72.0,250.0,74.0,Orthodox,1986-12-19,KO,2019-10-05,1
Geraldo de Freitas,67.0,135.0,72.0,Orthodox,1991-09-30,Other,2019-08-10,0
Geraldo de Freitas,67.0,135.0,72.0,Orthodox,1991-09-30,Other,2019-02-02,1
Philip De Fries,77.0,250.0,82.0,Orthodox,1986-04-21,KO,2012-12-29,0
Philip De Fries,77.0,250.0,82.0,Orthodox,1986-04-21,Submission,2012-08-04,1
Philip De Fries,77.0,250.0,82.0,Orthodox,1986-04-21,KO,2013-04-06,0
Philip De Fries,77.0,250.0,82.0,Orthodox,1986-04-21,KO,2012-02-15,0
Philip De Fries,77.0,250.0,82.0,Orthodox,1986-04-21,Other,2011-11-05,1
Chris de la Rocha,75.0,250.0,80.0,Orthodox,1979-05-15,KO,2018-12-15,0
Chris de la Rocha,75.0,250.0,80.0,Orthodox,1979-05-15,KO,2016-05-29,0
Chris de la Rocha,75.0,250.0,80.0,Orthodox,1979-05-15,KO,2018-06-09,1
Chris de la Rocha,75.0,250.0,80.0,Orthodox,1979-05-15,KO,2015-07-18,0
Montana De La Rosa,67.0,125.0,68.0,Orthodox,1995-02-14,Other,2020-02-15,1
Montana De La Rosa,67.0,125.0,68.0,Orthodox,1995-02-14,Submission,2019-02-09,1
Montana De La Rosa,67.0,125.0,68.0,Orthodox,1995-02-14,Submission,2018-07-06,1
Montana De La Rosa,67.0,125.0,68.0,Orthodox,1995-02-14,Other,2019-06-22,0
Montana De La Rosa,67.0,125.0,68.0,Orthodox,1995-02-14,Submission,2017-12-01,1
Mark De La Rosa,66.0,135.0,65.0,Orthodox,1994-08-31,KO,2020-02-15,0
Mark De La Rosa,66.0,135.0,65.0,Orthodox,1994-08-31,Other,2018-11-10,1
Mark De La Rosa,66.0,135.0,65.0,Orthodox,1994-08-31,Submission,2018-07-14,1
Mark De La Rosa,66.0,135.0,65.0,Orthodox,1994-08-31,Other,2019-08-31,0
Mark De La Rosa,66.0,135.0,65.0,Orthodox,1994-08-31,Other,2019-03-30,0
Mark De La Rosa,66.0,135.0,65.0,Orthodox,1994-08-31,Submission,2017-12-30,0
Mike de la Torre,71.0,145.0,71.0,Orthodox,1986-09-22,Other,2014-07-26,0
Mike de la Torre,71.0,145.0,71.0,Orthodox,1986-09-22,KO,2017-04-08,0
Mike de la Torre,71.0,145.0,71.0,Orthodox,1986-09-22,Submission,2016-09-24,0
Mike de la Torre,71.0,145.0,71.0,Orthodox,1986-09-22,Other,2015-11-28,1
Mike de la Torre,71.0,145.0,71.0,Orthodox,1986-09-22,KO,2015-07-12,0
Mike de la Torre,71.0,145.0,71.0,Orthodox,1986-09-22,KO,2015-02-22,1
Mike de la Torre,71.0,145.0,71.0,Orthodox,1986-09-22,Other,2014-04-16,0
Rodrigo de Lima,67.0,155.0,75.0,Orthodox,1991-03-12,Other,2015-02-14,0
Rodrigo de Lima,67.0,155.0,75.0,Orthodox,1991-03-12,KO,2014-06-28,0
Edilberto de Oliveira,72.0,170.0,73.75,Orthodox,1982-11-22,KO,2007-09-19,0
Edilberto de Oliveira,72.0,170.0,73.75,Orthodox,1982-11-22,KO,2007-04-21,0
Jorge de Oliveira,68.0,155.0,71.0,Orthodox,1980-01-22,Submission,2015-03-21,0
Jorge de Oliveira,68.0,155.0,71.0,Orthodox,1980-01-22,Other,2014-11-08,0
Isabela de Padua,63.0,125.0,64.0,Orthodox,1991-09-04,Other,2019-11-16,0
Germaine de Randamie,69.0,135.0,71.0,Orthodox,1984-04-24,KO,2019-07-13,1
Germaine de Randamie,69.0,135.0,71.0,Orthodox,1984-04-24,KO,2016-05-08,1
Germaine de Randamie,69.0,135.0,71.0,Orthodox,1984-04-24,Other,2019-12-14,0
Germaine de Randamie,69.0,135.0,71.0,Orthodox,1984-04-24,Other,2018-11-10,1
Germaine de Randamie,69.0,135.0,71.0,Orthodox,1984-04-24,Other,2017-02-11,1
Germaine de Randamie,69.0,135.0,71.0,Orthodox,1984-04-24,KO,2015-03-14,1
Germaine de Randamie,69.0,135.0,71.0,Orthodox,1984-04-24,KO,2013-11-06,0
Germaine de Randamie,69.0,135.0,71.0,Orthodox,1984-04-24,Other,2013-07-27,1
Tom DeBlass,72.0,185.0,75.0,Orthodox,1982-05-14,Other,2012-11-10,0
Tom DeBlass,72.0,185.0,75.0,Orthodox,1982-05-14,Other,2012-04-14,0
Shane del Rosario,76.0,250.0,79.0,Southpaw,1983-09-23,KO,2012-12-15,0
Shane del Rosario,76.0,250.0,79.0,Southpaw,1983-09-23,KO,2012-05-26,0
Rolando Delgado,75.0,155.0,77.0,Orthodox,1981-11-22,Submission,2008-12-13,1
Rolando Delgado,75.0,155.0,77.0,Orthodox,1981-11-22,KO,2009-11-14,0
Rolando Delgado,75.0,155.0,77.0,Orthodox,1981-11-22,Other,2009-06-13,0
Roland Delorme,69.0,135.0,71.0,Orthodox,1983-12-18,Submission,2014-08-23,0
Roland Delorme,69.0,135.0,71.0,Orthodox,1983-12-18,Other,2014-06-14,0
Roland Delorme,69.0,135.0,71.0,Orthodox,1983-12-18,Other,2013-09-21,0
Roland Delorme,69.0,135.0,71.0,Orthodox,1983-12-18,Other,2013-06-15,1
Roland Delorme,69.0,135.0,71.0,Orthodox,1983-12-18,Other,2012-07-21,0
Roland Delorme,69.0,135.0,71.0,Orthodox,1983-12-18,Submission,2012-05-05,1
Roland Delorme,69.0,135.0,71.0,Orthodox,1983-12-18,Submission,2011-12-03,1
Jon Delos Reyes,66.0,125.0,67.0,Orthodox,1987-08-19,Submission,2015-10-24,0
Jon Delos Reyes,66.0,125.0,67.0,Orthodox,1987-08-19,Submission,2015-05-16,1
Jon Delos Reyes,66.0,125.0,67.0,Orthodox,1987-08-19,KO,2014-09-20,0
Jon Delos Reyes,66.0,125.0,67.0,Orthodox,1987-08-19,Submission,2014-01-04,0
Jason DeLucia,71.0,190.0,72.68125,Southpaw,1969-07-24,Submission,1994-03-11,1
Jason DeLucia,71.0,190.0,72.68125,Southpaw,1969-07-24,Submission,1993-11-12,1
Jason DeLucia,71.0,190.0,72.68125,Southpaw,1969-07-24,KO,1999-11-19,0
Jason DeLucia,71.0,190.0,72.68125,Southpaw,1969-07-24,Submission,1994-03-11,0
Chris Dempsey,70.0,185.0,72.0,Orthodox,1987-09-08,KO,2015-08-08,0
Chris Dempsey,70.0,185.0,72.0,Orthodox,1987-09-08,KO,2016-02-27,0
Chris Dempsey,70.0,185.0,72.0,Orthodox,1987-09-08,Other,2015-04-18,1
Chris Dempsey,70.0,185.0,72.0,Orthodox,1987-09-08,KO,2014-07-19,0
Nick Denis,67.0,135.0,68.82575757575758,Orthodox,1983-10-11,Submission,2012-05-05,0
Nick Denis,67.0,135.0,68.82575757575758,Orthodox,1983-10-11,KO,2012-01-20,1
Jason Dent,70.0,155.0,71.0,Orthodox,1980-06-12,Submission,2009-06-20,1
Jason Dent,70.0,155.0,71.0,Orthodox,1980-06-12,Submission,2009-11-21,0
Jason Dent,70.0,155.0,71.0,Orthodox,1980-06-12,Other,2007-03-03,0
Jason Dent,70.0,155.0,71.0,Orthodox,1980-06-12,Other,2006-09-23,0
Mackenzie Dern,64.0,115.0,63.0,Orthodox,1993-03-24,Other,2019-10-12,0
Mackenzie Dern,64.0,115.0,63.0,Orthodox,1993-03-24,Submission,2018-05-12,1
Mackenzie Dern,64.0,115.0,63.0,Orthodox,1993-03-24,Other,2018-03-03,1
Tony DeSouza,72.0,170.0,70.0,Southpaw,1974-07-26,Submission,2006-10-10,1
Tony DeSouza,72.0,170.0,70.0,Southpaw,1974-07-26,Submission,2001-06-29,1
Tony DeSouza,72.0,170.0,70.0,Southpaw,1974-07-26,Other,2001-05-04,1
Tony DeSouza,72.0,170.0,70.0,Southpaw,1974-07-26,KO,2007-12-29,0
