R_fighter,B_fighter,R_odds,B_odds,R_ev,B_ev,date,location,country
Urijah Faber,Frankie Saenz,-490,390,20.40816327,390,12/12/2015,"Las Vegas, Nevada, USA", USA
Tecia Torres,Jocelyn Jones-Lybarger,-290,245,34.48275862,245,12/12/2015,"Las Vegas, Nevada, USA", USA
Warlley Alves,Colby Covington,105,-125,105,80,12/12/2015,"Las Vegas, Nevada, USA", USA
Leonardo Santos,Kevin Lee,475,-650,475,15.38461538,12/12/2015,"Las Vegas, Nevada, USA", USA
Joe Proctor,Magomed Mustafaev,300,-360,300,27.77777778,12/12/2015,"Las Vegas, Nevada, USA", USA
John Makdessi,Yancy Medeiros,-170,150,58.82352941,150,12/12/2015,"Las Vegas, Nevada, USA", USA
Court McGee,Marcio Alexandre Junior,-165,145,60.60606061,145,12/12/2015,"Las Vegas, Nevada, USA", USA
Frankie Edgar,Chad Mendes,-135,115,74.07407407,115,12/11/2015,"Las Vegas, Nevada, USA", USA
Artem Lobov,Ryan Hall,-165,145,60.60606061,145,12/11/2015,"Las Vegas, Nevada, USA", USA
Edson Barboza,Tony Ferguson,130,-150,130,66.66666667,12/11/2015,"Las Vegas, Nevada, USA", USA
Joe Lauzon,Evan Dunham,165,-190,165,52.63157895,12/11/2015,"Las Vegas, Nevada, USA", USA
Tatsuya Kawajiri,Jason Knight,-275,235,36.36363636,235,12/11/2015,"Las Vegas, Nevada, USA", USA
Julian Erosa,Marcin Wrzosek,105,-125,105,80,12/11/2015,"Las Vegas, Nevada, USA", USA
Gabriel Gonzaga,Konstantin Erokhin,120,-140,120,71.42857143,12/11/2015,"Las Vegas, Nevada, USA", USA
Ryan LaFlare,Mike Pierce,-220,180,45.45454545,180,12/11/2015,"Las Vegas, Nevada, USA", USA
Joby Sanchez,Geane Herrera,110,-130,110,76.92307692,12/11/2015,"Las Vegas, Nevada, USA", USA
Chris Gruetzemacher,Abner Lloveras,-145,125,68.96551724,125,12/11/2015,"Las Vegas, Nevada, USA", USA
Rose Namajunas,Paige VanZant,120,-140,120,71.42857143,12/10/2015,"Las Vegas, Nevada, USA", USA
Jim Miller,Michael Chiesa,130,-150,130,66.66666667,12/10/2015,"Las Vegas, Nevada, USA", USA
Sage Northcutt,Cody Pfister,-1000,650,10,650,12/10/2015,"Las Vegas, Nevada, USA", USA
Elias Theodorou,Thiago Santos,-225,185,44.44444444,185,12/10/2015,"Las Vegas, Nevada, USA", USA
Tim Means,John Howard,-410,330,24.3902439,330,12/10/2015,"Las Vegas, Nevada, USA", USA
Omari Akhmedov,Sergio Moraes,-145,125,68.96551724,125,12/10/2015,"Las Vegas, Nevada, USA", USA
Aljamain Sterling,Johnny Eduardo,-640,470,15.625,470,12/10/2015,"Las Vegas, Nevada, USA", USA
Santiago Ponzinibbio,Andreas Stahl,-170,150,58.82352941,150,12/10/2015,"Las Vegas, Nevada, USA", USA
Danny Roberts,Nathan Coy,-150,140,66.66666667,140,12/10/2015,"Las Vegas, Nevada, USA", USA
Zubaira Tukhugov,Phillipe Nover,-355,295,28.16901408,295,12/10/2015,"Las Vegas, Nevada, USA", USA
Kailin Curran,Emily Peters Kagan,-360,300,27.77777778,300,12/10/2015,"Las Vegas, Nevada, USA", USA
Benson Henderson,Jorge Masvidal,-230,190,43.47826087,190,11/28/2015,"Seoul, South Korea", South Korea
Dong Hyun Kim,Dominic Waters,-800,550,12.5,550,11/28/2015,"Seoul, South Korea", South Korea
Yoshihiro Akiyama,Alberto Mina,-145,125,68.96551724,125,11/28/2015,"Seoul, South Korea", South Korea
Dooho Choi,Sam Sicilia,-250,210,40,210,11/28/2015,"Seoul, South Korea", South Korea
Dongi Yang,Jake Collier,105,-125,105,80,11/28/2015,"Seoul, South Korea", South Korea
Yui Chul Nam,Mike de la Torre,-115,-105,86.95652174,95.23809524,11/28/2015,"Seoul, South Korea", South Korea
Tae Hyun Bang,Leo Kuntz,270,-330,270,30.3030303,11/28/2015,"Seoul, South Korea", South Korea
Seohee Ham,Cortney Casey,120,-140,120,71.42857143,11/28/2015,"Seoul, South Korea", South Korea
Yao Zhikui,Fredy Serrano,135,-155,135,64.51612903,11/28/2015,"Seoul, South Korea", South Korea
Ning Guangyou,Marco Beltran,-160,140,62.5,140,11/28/2015,"Seoul, South Korea", South Korea
Dominique Steele,Dong Hyun Ma,-130,110,76.92307692,110,11/28/2015,"Seoul, South Korea", South Korea
Neil Magny,Kelvin Gastelum,270,-330,270,30.3030303,11/21/2015,"Monterrey, Nuevo Leon, Mexico", Mexico
Ricardo Lamas,Diego Sanchez,-440,350,22.72727273,350,11/21/2015,"Monterrey, Nuevo Leon, Mexico", Mexico
Jussier Formiga,Henry Cejudo,425,-550,425,18.18181818,11/21/2015,"Monterrey, Nuevo Leon, Mexico", Mexico
Erick Montano,Enrique Marin,-230,190,43.47826087,190,11/21/2015,"Monterrey, Nuevo Leon, Mexico", Mexico
Horacio Gutierrez,Enrique Barzola,-210,175,47.61904762,175,11/21/2015,"Monterrey, Nuevo Leon, Mexico", Mexico
Efrain Escudero,Leandro Silva,130,-150,130,66.66666667,11/21/2015,"Monterrey, Nuevo Leon, Mexico", Mexico
Erik Perez,Taylor Lapilus,-150,130,66.66666667,130,11/21/2015,"Monterrey, Nuevo Leon, Mexico", Mexico
Hector Urbina,Bartosz Fabinski,155,-175,155,57.14285714,11/21/2015,"Monterrey, Nuevo Leon, Mexico", Mexico
Alejandro Perez,Scott Jorgensen,115,-135,115,74.07407407,11/21/2015,"Monterrey, Nuevo Leon, Mexico", Mexico
Gabriel Benitez,Andre Fili,190,-230,190,43.47826087,11/21/2015,"Monterrey, Nuevo Leon, Mexico", Mexico
Vernon Ramos,Alvaro Herrera,-170,150,58.82352941,150,11/21/2015,"Monterrey, Nuevo Leon, Mexico", Mexico
Cesar Arzamendia,Polo Reyes,-190,165,52.63157895,165,11/21/2015,"Monterrey, Nuevo Leon, Mexico", Mexico
Valmir Lazaro,Michel Prazeres,115,-135,115,74.07407407,11/21/2015,"Monterrey, Nuevo Leon, Mexico", Mexico
Ronda Rousey,Holly Holm,-750,525,13.33333333,525,11/14/2015,"Melbourne, Victoria, Australia", Australia
Joanna Jedrzejczyk,Valerie Letourneau,-1400,925,7.142857143,925,11/14/2015,"Melbourne, Victoria, Australia", Australia
Mark Hunt,Antonio Silva,-290,245,34.48275862,245,11/14/2015,"Melbourne, Victoria, Australia", Australia
Uriah Hall,Robert Whittaker,-155,135,64.51612903,135,11/14/2015,"Melbourne, Victoria, Australia", Australia
Stefan Struve,Jared Rosholt,-160,140,62.5,140,11/14/2015,"Melbourne, Victoria, Australia", Australia
Jake Matthews,Akbarh Arreola,-1000,650,10,650,11/14/2015,"Melbourne, Victoria, Australia", Australia
Kyle Noke,Peter Sobotta,205,-245,205,40.81632653,11/14/2015,"Melbourne, Victoria, Australia", Australia
Anthony Perosh,Gian Villante,450,-600,450,16.66666667,11/14/2015,"Melbourne, Victoria, Australia", Australia
Richie Vaculik,Danny Martinez,-135,115,74.07407407,115,11/14/2015,"Melbourne, Victoria, Australia", Australia
Daniel Kelly,Steve Montgomery,230,-270,230,37.03703704,11/14/2015,"Melbourne, Victoria, Australia", Australia
Richard Walsh,Steve Kennedy,-420,335,23.80952381,335,11/14/2015,"Melbourne, Victoria, Australia", Australia
James Moontasri,Anton Zafir,-400,325,25,325,11/14/2015,"Melbourne, Victoria, Australia", Australia
Ben Nguyen,Ryan Benoit,-130,110,76.92307692,110,11/14/2015,"Melbourne, Victoria, Australia", Australia
Vitor Belfort,Dan Henderson,-320,270,31.25,270,11/7/2015,"Sao Paulo, Sao Paulo, Brazil", Brazil
Glover Teixeira,Patrick Cummins,-525,415,19.04761905,415,11/7/2015,"Sao Paulo, Sao Paulo, Brazil", Brazil
Thomas Almeida,Anthony Birchak,-525,415,19.04761905,415,11/7/2015,"Sao Paulo, Sao Paulo, Brazil", Brazil
Alex Oliveira,Piotr Hallmann,-280,240,35.71428571,240,11/7/2015,"Sao Paulo, Sao Paulo, Brazil", Brazil
Gilbert Burns,Rashid Magomedov,155,-175,155,57.14285714,11/7/2015,"Sao Paulo, Sao Paulo, Brazil", Brazil
Fabio Maldonado,Corey Anderson,500,-700,500,14.28571429,11/7/2015,"Sao Paulo, Sao Paulo, Brazil", Brazil
Gleison Tibau,Abel Trujillo,-130,110,76.92307692,110,11/7/2015,"Sao Paulo, Sao Paulo, Brazil", Brazil
Yan Cabral,Johnny Case,170,-200,170,50,11/7/2015,"Sao Paulo, Sao Paulo, Brazil", Brazil
Clay Guida,Thiago Tavares,-170,160,58.82352941,160,11/7/2015,"Sao Paulo, Sao Paulo, Brazil", Brazil
Kevin Souza,Chas Skelly,160,-185,160,54.05405405,11/7/2015,"Sao Paulo, Sao Paulo, Brazil", Brazil
Viscardi Andrade,Gasan Umalatov,110,-130,110,76.92307692,11/7/2015,"Sao Paulo, Sao Paulo, Brazil", Brazil
Pedro Munhoz,Jimmie Rivera,-170,150,58.82352941,150,11/7/2015,"Sao Paulo, Sao Paulo, Brazil", Brazil
Bruno Korea,Matheus Nicolau,165,-190,165,52.63157895,11/7/2015,"Sao Paulo, Sao Paulo, Brazil", Brazil
Paddy Holohan,Louis Smolka,160,-185,160,54.05405405,10/24/2015,"Dublin, Leinster, Ireland", Ireland
Norman Parke,Reza Madadi,-240,200,41.66666667,200,10/24/2015,"Dublin, Leinster, Ireland", Ireland
Neil Seery,Jon Delos Reyes,-130,110,76.92307692,110,10/24/2015,"Dublin, Leinster, Ireland", Ireland
Stevie Ray,Mickael Lebout,-550,425,18.18181818,425,10/24/2015,"Dublin, Leinster, Ireland", Ireland
Aisling Daly,Ericka Almeida,100,-120,100,83.33333333,10/24/2015,"Dublin, Leinster, Ireland", Ireland
Scott Askham,Krzysztof Jotko,-145,125,68.96551724,125,10/24/2015,"Dublin, Leinster, Ireland", Ireland
Cathal Pendred,Tom Breese,240,-280,240,35.71428571,10/24/2015,"Dublin, Leinster, Ireland", Ireland
Darren Elkins,Rob Whiteford,-155,135,64.51612903,135,10/24/2015,"Dublin, Leinster, Ireland", Ireland
Bubba Bush,Garreth McLellan,-330,270,30.3030303,270,10/24/2015,"Dublin, Leinster, Ireland", Ireland
Daniel Cormier,Alexander Gustafsson,-255,215,39.21568627,215,10/3/2015,"Houston, Texas, USA", USA
Ryan Bader,Rashad Evans,115,-135,115,74.07407407,10/3/2015,"Houston, Texas, USA", USA
Shawn Jordan,Ruslan Magomedov,165,-190,165,52.63157895,10/3/2015,"Houston, Texas, USA", USA
Joseph Benavidez,Ali Bagautinov,-340,280,29.41176471,280,10/3/2015,"Houston, Texas, USA", USA
Jessica Eye,Julianna Pena,220,-260,220,38.46153846,10/3/2015,"Houston, Texas, USA", USA
Yair Rodriguez,Dan Hooker,-270,230,37.03703704,230,10/3/2015,"Houston, Texas, USA", USA
Alan Jouban,Albert Tumenov,220,-260,220,38.46153846,10/3/2015,"Houston, Texas, USA", USA
Adriano Martins,Islam Makhachev,110,-130,110,76.92307692,10/3/2015,"Houston, Texas, USA", USA
Rose Namajunas,Angela Hill,-265,245,37.73584906,245,10/3/2015,"Houston, Texas, USA", USA
Francisco Trevino,Sage Northcutt,375,-470,375,21.27659574,10/3/2015,"Houston, Texas, USA", USA
Chris Cariaso,Sergio Pettis,170,-200,170,50,10/3/2015,"Houston, Texas, USA", USA
Derrick Lewis,Viktor Pesta,150,-170,150,58.82352941,10/3/2015,"Houston, Texas, USA", USA
Josh Barnett,Roy Nelson,-345,285,28.98550725,285,9/26/2015,"Saitama, Japan", Japan
Gegard Mousasi,Uriah Hall,-400,325,25,325,9/26/2015,"Saitama, Japan", Japan
Kyoji Horiguchi,Chico Camus,-420,335,23.80952381,335,9/26/2015,"Saitama, Japan", Japan
Takeya Mizugaki,George Roop,-240,200,41.66666667,200,9/26/2015,"Saitama, Japan", Japan
Katsunori Kikuno,Diego Brandao,210,-230,210,43.47826087,9/26/2015,"Saitama, Japan", Japan
Keita Nakamura,Li Jingliang,255,-310,255,32.25806452,9/26/2015,"Saitama, Japan", Japan
Nick Hein,Yusuke Kasuya,-365,305,27.39726027,305,9/26/2015,"Saitama, Japan", Japan
Naoyuki Kotani,Kajan Johnson,260,-320,260,31.25,9/26/2015,"Saitama, Japan", Japan
Shinsho Anzai,Roger Zapata,-115,-105,86.95652174,95.23809524,9/26/2015,"Saitama, Japan", Japan
Demetrious Johnson,John Dodson,-560,430,17.85714286,430,9/5/2015,"Las Vegas, Nevada, USA", USA
Andrei Arlovski,Frank Mir,-155,135,64.51612903,135,9/5/2015,"Las Vegas, Nevada, USA", USA
Anthony Johnson,Jimi Manuwa,-750,525,13.33333333,525,9/5/2015,"Las Vegas, Nevada, USA", USA
Jan Blachowicz,Corey Anderson,-105,-115,95.23809524,86.95652174,9/5/2015,"Las Vegas, Nevada, USA", USA
Paige VanZant,Alex Chambers,-1500,1000,6.666666667,1000,9/5/2015,"Las Vegas, Nevada, USA", USA
Ross Pearson,Paul Felder,350,-440,350,22.72727273,9/5/2015,"Las Vegas, Nevada, USA", USA
Francisco Rivera,John Lineker,130,-150,130,66.66666667,9/5/2015,"Las Vegas, Nevada, USA", USA
Jessica Andrade,Raquel Pennington,-170,150,58.82352941,150,9/5/2015,"Las Vegas, Nevada, USA", USA
Clay Collard,Tiago Trator,-145,125,68.96551724,125,9/5/2015,"Las Vegas, Nevada, USA", USA
Joe Riggs,Ron Stallings,195,-235,195,42.55319149,9/5/2015,"Las Vegas, Nevada, USA", USA
Joaquim Silva,Nazareno Malegarie,105,-125,105,80,9/5/2015,"Las Vegas, Nevada, USA", USA
Max Holloway,Charles Oliveira,-255,215,39.21568627,215,8/23/2015,"Saskatoon, Saskatchewan, Canada", Canada
Neil Magny,Erick Silva,170,-200,170,50,8/23/2015,"Saskatoon, Saskatchewan, Canada", Canada
Patrick Cote,Joshua Burkman,150,-170,150,58.82352941,8/23/2015,"Saskatoon, Saskatchewan, Canada", Canada
Chad Laprise,Francisco Trinaldo,-460,365,21.73913043,365,8/23/2015,"Saskatoon, Saskatchewan, Canada", Canada
Olivier Aubin-Mercier,Tony Sims,-200,170,50,170,8/23/2015,"Saskatoon, Saskatchewan, Canada", Canada
Maryna Moroz,Valerie Letourneau,-265,225,37.73584906,225,8/23/2015,"Saskatoon, Saskatchewan, Canada", Canada
Sam Stout,Frankie Perez,135,-145,135,68.96551724,8/23/2015,"Saskatoon, Saskatchewan, Canada", Canada
Yves Jabouin,Felipe Arantes,220,-260,220,38.46153846,8/23/2015,"Saskatoon, Saskatchewan, Canada", Canada
Marcos Rogerio de Lima,Nikita Krylov,-150,130,66.66666667,130,8/23/2015,"Saskatoon, Saskatchewan, Canada", Canada
Chris Kelades,Chris Beal,140,-160,140,62.5,8/23/2015,"Saskatoon, Saskatchewan, Canada", Canada
Shane Campbell,Elias Silverio,210,-250,210,40,8/23/2015,"Saskatoon, Saskatchewan, Canada", Canada
Misha Cirkunov,Daniel Jolly,-570,435,17.54385965,435,8/23/2015,"Saskatoon, Saskatchewan, Canada", Canada
Glover Teixeira,Ovince Saint Preux,120,-140,120,71.42857143,8/8/2015,"Nashville, Tennessee, USA", USA
Michael Johnson,Beneil Dariush,-140,120,71.42857143,120,8/8/2015,"Nashville, Tennessee, USA", USA
Derek Brunson,Sam Alvey,-380,315,26.31578947,315,8/8/2015,"Nashville, Tennessee, USA", USA
Jared Rosholt,Tim Johnson,-245,205,40.81632653,205,8/8/2015,"Nashville, Tennessee, USA", USA
Sara McMann,Amanda Nunes,-260,220,38.46153846,220,8/8/2015,"Nashville, Tennessee, USA", USA
Ray Borg,Geane Herrera,-440,350,22.72727273,350,8/8/2015,"Nashville, Tennessee, USA", USA
Uriah Hall,Oluwale Bamgbose,-320,260,31.25,260,8/8/2015,"Nashville, Tennessee, USA", USA
Chris Camozzi,Tom Watson,-135,115,74.07407407,115,8/8/2015,"Nashville, Tennessee, USA", USA
Dustin Ortiz,Willie Gates,-480,383,20.83333333,383,8/8/2015,"Nashville, Tennessee, USA", USA
Frankie Saenz,Sirwan Kakai,105,-125,105,80,8/8/2015,"Nashville, Tennessee, USA", USA
Chris Dempsey,Jonathan Wilson,105,-125,105,80,8/8/2015,"Nashville, Tennessee, USA", USA
Marlon Vera,Roman Salazar,-125,105,80,105,8/8/2015,"Nashville, Tennessee, USA", USA
Anthony Christodoulou,Scott Holtzman,775,-1200,775,8.333333333,8/8/2015,"Nashville, Tennessee, USA", USA
Ronda Rousey,Bethe Correia,-1700,1100,5.882352941,1100,8/1/2015,"Rio de Janeiro, Rio de Janeiro, Brazil", Brazil
Mauricio Rua,Rogerio Nogueira,-230,190,43.47826087,190,8/1/2015,"Rio de Janeiro, Rio de Janeiro, Brazil", Brazil
Glaico Franca,Fernando Bruno,-210,175,47.61904762,175,8/1/2015,"Rio de Janeiro, Rio de Janeiro, Brazil", Brazil
Reginaldo Vieira,Dileno Lopes,360,-450,360,22.22222222,8/1/2015,"Rio de Janeiro, Rio de Janeiro, Brazil", Brazil
Stefan Struve,Minotauro Nogueira,-175,155,57.14285714,155,8/1/2015,"Rio de Janeiro, Rio de Janeiro, Brazil", Brazil
Antonio Silva,Soa Palelei,160,-185,160,54.05405405,8/1/2015,"Rio de Janeiro, Rio de Janeiro, Brazil", Brazil
Claudia Gadelha,Jessica Aguilar,-450,360,22.22222222,360,8/1/2015,"Rio de Janeiro, Rio de Janeiro, Brazil", Brazil
Demian Maia,Neil Magny,-240,200,41.66666667,200,8/1/2015,"Rio de Janeiro, Rio de Janeiro, Brazil", Brazil
Rafael Feijao,Patrick Cummins,165,-190,165,52.63157895,8/1/2015,"Rio de Janeiro, Rio de Janeiro, Brazil", Brazil
Warlley Alves,Nordine Taleb,-340,280,29.41176471,280,8/1/2015,"Rio de Janeiro, Rio de Janeiro, Brazil", Brazil
Iuri Alcantara,Leandro Issa,-250,210,40,210,8/1/2015,"Rio de Janeiro, Rio de Janeiro, Brazil", Brazil
Vitor Miranda,Clint Hester,120,-140,120,71.42857143,8/1/2015,"Rio de Janeiro, Rio de Janeiro, Brazil", Brazil
Hugo Viana,Guido Cannetti,-600,450,16.66666667,450,8/1/2015,"Rio de Janeiro, Rio de Janeiro, Brazil", Brazil
TJ Dillashaw,Renan Barao,-200,170,50,170,7/25/2015,"Chicago, Illinois, USA", USA
Miesha Tate,Jessica Eye,-200,170,50,170,7/25/2015,"Chicago, Illinois, USA", USA
Edson Barboza,Paul Felder,-155,135,64.51612903,135,7/25/2015,"Chicago, Illinois, USA", USA
Joe Lauzon,Takanori Gomi,-310,255,32.25806452,255,7/25/2015,"Chicago, Illinois, USA", USA
Gian Villante,Tom Lawlor,-220,180,45.45454545,180,7/25/2015,"Chicago, Illinois, USA", USA
Jim Miller,Danny Castillo,-140,120,71.42857143,120,7/25/2015,"Chicago, Illinois, USA", USA
Kenny Robertson,Ben Saunders,-135,115,74.07407407,115,7/25/2015,"Chicago, Illinois, USA", USA
Eddie Wineland,Bryan Caraway,-140,120,71.42857143,120,7/25/2015,"Chicago, Illinois, USA", USA
Daron Cruickshank,James Krause,-200,170,50,170,7/25/2015,"Chicago, Illinois, USA", USA
Ramsey Nijem,Andrew Holbrook,-155,135,64.51612903,135,7/25/2015,"Chicago, Illinois, USA", USA
Jessamyn Duke,Elizabeth Phillips,130,-150,130,66.66666667,7/25/2015,"Chicago, Illinois, USA", USA
Zak Cummings,Dominique Steele,-380,340,26.31578947,340,7/25/2015,"Chicago, Illinois, USA", USA
Michael Bisping,Thales Leites,-135,115,74.07407407,115,7/18/2015,"Glasgow, Scotland, United Kingdom", United Kingdom
Ross Pearson,Evan Dunham,-245,205,40.81632653,205,7/18/2015,"Glasgow, Scotland, United Kingdom", United Kingdom
Joe Duffy,Ivan Jorge,-1000,650,10,650,7/18/2015,"Glasgow, Scotland, United Kingdom", United Kingdom
Joanne Calderwood,Cortney Casey,-230,190,43.47826087,190,7/18/2015,"Glasgow, Scotland, United Kingdom", United Kingdom
Leon Edwards,Pawel Pawlak,-400,325,25,325,7/18/2015,"Glasgow, Scotland, United Kingdom", United Kingdom
Stevie Ray,Leonardo Mafra,-225,185,44.44444444,185,7/18/2015,"Glasgow, Scotland, United Kingdom", United Kingdom
Paddy Holohan,Vaughan Lee,-145,125,68.96551724,125,7/18/2015,"Glasgow, Scotland, United Kingdom", United Kingdom
Ilir Latifi,Hans Stringer,-235,195,42.55319149,195,7/18/2015,"Glasgow, Scotland, United Kingdom", United Kingdom
Mickael Lebout,Teemu Packalen,120,-140,120,71.42857143,7/18/2015,"Glasgow, Scotland, United Kingdom", United Kingdom
Rob Whiteford,Paul Redmond,-160,140,62.5,140,7/18/2015,"Glasgow, Scotland, United Kingdom", United Kingdom
Marcus Brimage,Jimmie Rivera,130,-140,130,71.42857143,7/18/2015,"Glasgow, Scotland, United Kingdom", United Kingdom
Daniel Omielanczuk,Chris de la Rocha,-130,120,76.92307692,120,7/18/2015,"Glasgow, Scotland, United Kingdom", United Kingdom
Frank Mir,Todd Duffee,165,-190,165,52.63157895,7/15/2015,"San Diego, California, USA", USA
Josh Thomson,Tony Ferguson,230,-270,230,37.03703704,7/15/2015,"San Diego, California, USA", USA
Holly Holm,Marion Reneau,-255,215,39.21568627,215,7/15/2015,"San Diego, California, USA", USA
Scott Jorgensen,Manvel Gamburyan,170,-200,170,50,7/15/2015,"San Diego, California, USA", USA
Kevin Lee,James Moontasri,-315,285,31.74603175,285,7/15/2015,"San Diego, California, USA", USA
Alan Jouban,Matt Dwyer,-500,400,20,400,7/15/2015,"San Diego, California, USA", USA
Sam Sicilia,Yaotzin Meza,-265,225,37.73584906,225,7/15/2015,"San Diego, California, USA", USA
Jessica Andrade,Sarah Moras,-500,400,20,400,7/15/2015,"San Diego, California, USA", USA
Rani Yahya,Masanori Kanehara,115,-135,115,74.07407407,7/15/2015,"San Diego, California, USA", USA
Igor Araujo,Sean Strickland,375,-470,375,21.27659574,7/15/2015,"San Diego, California, USA", USA
Kevin Casey,Ildemar Alcantara,120,-140,120,71.42857143,7/15/2015,"San Diego, California, USA", USA
Andrew Craig,Lyman Good,230,-270,230,37.03703704,7/15/2015,"San Diego, California, USA", USA
Jake Ellenberger,Stephen Thompson,205,-245,205,40.81632653,7/12/2015,"Las Vegas, Nevada, USA", USA
Kamaru Usman,Hayder Hassan,-240,200,41.66666667,200,7/12/2015,"Las Vegas, Nevada, USA", USA
Michael Graves,Vicente Luque,160,-185,160,54.05405405,7/12/2015,"Las Vegas, Nevada, USA", USA
Jorge Masvidal,Cezar Ferreira,-200,170,50,170,7/12/2015,"Las Vegas, Nevada, USA", USA
Angela Magana,Michelle Waterson,650,-1000,650,10,7/12/2015,"Las Vegas, Nevada, USA", USA
Maximo Blanco,Mike de la Torre,155,-175,155,57.14285714,7/12/2015,"Las Vegas, Nevada, USA", USA
Josh Samman,Caio Magalhaes,100,-120,100,83.33333333,7/12/2015,"Las Vegas, Nevada, USA", USA
Russell Doane,Jerrod Sanders,-470,375,21.27659574,375,7/12/2015,"Las Vegas, Nevada, USA", USA
Dan Miller,Trevor Smith,-105,-115,95.23809524,86.95652174,7/12/2015,"Las Vegas, Nevada, USA", USA
George Sullivan,Dominic Waters,-250,210,40,210,7/12/2015,"Las Vegas, Nevada, USA", USA
Darrell Montague,Willie Gates,120,-130,120,76.92307692,7/12/2015,"Las Vegas, Nevada, USA", USA
Chad Mendes,Conor McGregor,165,-190,165,52.63157895,7/11/2015,"Las Vegas, Nevada, USA", USA
Robbie Lawler,Rory MacDonald,145,-165,145,60.60606061,7/11/2015,"Las Vegas, Nevada, USA", USA
Dennis Bermudez,Jeremy Stephens,-245,205,40.81632653,205,7/11/2015,"Las Vegas, Nevada, USA", USA
Gunnar Nelson,Brandon Thatch,150,-170,150,58.82352941,7/11/2015,"Las Vegas, Nevada, USA", USA
Brad Pickett,Thomas Almeida,500,-700,500,14.28571429,7/11/2015,"Las Vegas, Nevada, USA", USA
Matt Brown,Tim Means,-150,130,66.66666667,130,7/11/2015,"Las Vegas, Nevada, USA", USA
Mike Swick,Alex Garcia,375,-470,375,21.27659574,7/11/2015,"Las Vegas, Nevada, USA", USA
Cathal Pendred,John Howard,-135,115,74.07407407,115,7/11/2015,"Las Vegas, Nevada, USA", USA
Cody Garbrandt,Henry Briones,-1000,650,10,650,7/11/2015,"Las Vegas, Nevada, USA", USA
Neil Seery,Louis Smolka,115,-135,115,74.07407407,7/11/2015,"Las Vegas, Nevada, USA", USA
Yosdenis Cedeno,Cody Pfister,-250,210,40,210,7/11/2015,"Las Vegas, Nevada, USA", USA
Lyoto Machida,Yoel Romero,-165,145,60.60606061,145,6/27/2015,"Hollywood, Florida, USA", USA
Santiago Ponzinibbio,Lorenz Larkin,150,-170,150,58.82352941,6/27/2015,"Hollywood, Florida, USA", USA
Antonio Carlos Junior,Eddie Gordon,-170,150,58.82352941,150,6/27/2015,"Hollywood, Florida, USA", USA
Thiago Santos,Steve Bosse,-175,155,57.14285714,155,6/27/2015,"Hollywood, Florida, USA", USA
Hacran Dias,Levan Makashvili,-145,125,68.96551724,125,6/27/2015,"Hollywood, Florida, USA", USA
Alex Oliveira,Joe Merritt,-425,340,23.52941176,340,6/27/2015,"Hollywood, Florida, USA", USA
Leandro Silva,Lewis Gonzalez,-190,165,52.63157895,165,6/27/2015,"Hollywood, Florida, USA", USA
Steve Montgomery,Tony Sims,100,-120,100,83.33333333,6/27/2015,"Hollywood, Florida, USA", USA
Danny Martinez,Sirwan Kakai,-115,-105,86.95652174,95.23809524,6/27/2015,"Hollywood, Florida, USA", USA
Joanna Jedrzejczyk,Jessica Penne,-900,600,11.11111111,600,6/20/2015,"Berlin, Berlin, Germany", Germany
Dennis Siver,Tatsuya Kawajiri,-150,130,66.66666667,130,6/20/2015,"Berlin, Berlin, Germany", Germany
Peter Sobotta,Steve Kennedy,-370,310,27.02702703,310,6/20/2015,"Berlin, Berlin, Germany", Germany
Nick Hein,Lukasz Sajewski,-150,130,66.66666667,130,6/20/2015,"Berlin, Berlin, Germany", Germany
Makwan Amirkhani,Masio Fullen,-260,240,38.46153846,240,6/20/2015,"Berlin, Berlin, Germany", Germany
Mairbek Taisumov,Alan Patrick,-160,140,62.5,140,6/20/2015,"Berlin, Berlin, Germany", Germany
Alan Omer,Arnold Allen,-165,145,60.60606061,145,6/20/2015,"Berlin, Berlin, Germany", Germany
Niklas Backstrom,Noad Lahat,-190,165,52.63157895,165,6/20/2015,"Berlin, Berlin, Germany", Germany
Scott Askham,Antonio Dos Santos,-235,195,42.55319149,195,6/20/2015,"Berlin, Berlin, Germany", Germany
Piotr Hallmann,Magomed Mustafaev,100,-120,100,83.33333333,6/20/2015,"Berlin, Berlin, Germany", Germany
Taylor Lapilus,Ulka Sasaki,240,-280,240,35.71428571,6/20/2015,"Berlin, Berlin, Germany", Germany
Cain Velasquez,Fabricio Werdum,-460,365,21.73913043,365,6/13/2015,"Mexico City, Distrito Federal, Mexico", Mexico
Gilbert Melendez,Eddie Alvarez,-170,150,58.82352941,150,6/13/2015,"Mexico City, Distrito Federal, Mexico", Mexico
Kelvin Gastelum,Nate Marquardt,-500,400,20,400,6/13/2015,"Mexico City, Distrito Federal, Mexico", Mexico
Yair Rodriguez,Charles Rosa,155,-175,155,57.14285714,6/13/2015,"Mexico City, Distrito Federal, Mexico", Mexico
Tecia Torres,Angela Hill,-235,195,42.55319149,195,6/13/2015,"Mexico City, Distrito Federal, Mexico", Mexico
Henry Cejudo,Chico Camus,-1275,825,7.843137255,825,6/13/2015,"Mexico City, Distrito Federal, Mexico", Mexico
Efrain Escudero,Drew Dober,120,-140,120,71.42857143,6/13/2015,"Mexico City, Distrito Federal, Mexico", Mexico
